,kepid,tce_plnt_num,tce_period,tce_period_err,tce_time0bk,tce_time0bk_err,tce_duration,tce_duration_err,av_training_set
8164,7022603,2,390.04,0.0157,499.029,0.0214,10.15,0.799,UNK
7591,5725202,1,0.914595,1.07e-05,131.872,0.00448,1.384,1.15,UNK
1773,3248501,1,4.22465,5.4e-06,133.09,0.000783,1.368,0.197,PC
16111,10284901,1,0.842369,9.49e-06,132.204,0.00156,1.089,0.39,UNK
19984,11756821,1,2.74512,2.6e-07,133.619,5.96e-05,2.97,0.00577,AFP
1766,3230578,1,6.33762,1.45e-06,132.164,0.000166,1.276,0.019,AFP
11499,7765585,2,4.26693,6.12e-05,135.777,0.00975,7.192,2.04,NTP
2170,4851530,2,4.77499,1.42e-05,135.81,0.00215,1.733,0.484,PC
19002,10711913,1,19.408,1.11e-06,135.392,4.82e-05,6.086,0.00291,AFP
10706,7767367,1,0.569763,7.96e-06,131.956,0.00429,3.122,17.2,UNK
5693,6423922,1,0.995074,9.79e-06,131.582,0.00367,3.347,2.1,UNK
9983,7798339,4,1.66599,1.36e-05,132.617,0.00257,5.047,2.48,AFP
5951,6105113,1,0.879401,7.57e-06,132.297,0.00115,1.917,0.281,AFP
9571,6606229,4,1.39529,1.87e-05,131.93,0.00449,4.537,3.3,AFP
18905,10918393,1,0.624885,1.66e-05,131.99,0.00573,2.225,5.93,AFP
13944,9588953,1,0.541297,6.85e-06,131.616,0.000927,1.225,0.248,AFP
706,2711597,2,0.980427,7.57e-06,132.27,0.00158,1.342,0.111,AFP
13062,8301878,1,20.7105,0.000151,140.904,0.00634,2.69,0.832,PC
8681,6761498,1,422.276,0.00937,474.857,0.012,12.05,0.776,NTP
18505,10593759,1,3.1326,2.07e-07,132.878,4.61e-05,3.486,0.00284,AFP
2437,4547480,1,4.42694,1.71e-06,133.565,0.000249,1.607,0.0379,AFP
16439,9656741,1,1.3382,2.58e-05,132.615,0.00565,8.716,3.92,UNK
16005,10418797,2,23.3551,8.82e-05,138.842,0.0031,3.468,0.796,AFP
7522,6060277,1,0.541493,1.64e-05,132.041,0.00631,1.528,10.8,AFP
2190,4481426,2,0.629688,1.51e-05,131.899,0.00424,2.028,1.33,AFP
5523,4945764,2,6.54834,3.26e-05,136.334,0.00351,1.181,0.118,UNK
927,3340593,1,338.648,0.00315,396.745,0.00802,3.557,1.66,UNK
1777,3339823,1,459.278,0.015,260.299,0.0209,3.617,3.67,NTP
12107,8773961,2,1.61837,2.04e-05,132.225,0.00814,5.699,0.472,UNK
12161,8738115,1,37.594,1.71e-05,168.579,0.000391,8.883,0.018,AFP
12531,8430105,1,63.3275,0.000317,143.085,0.00385,16.56,0.151,AFP
15003,8985157,1,1.02715,1.47e-05,132.481,0.00418,3.057,2.97,UNK
8373,7117436,1,0.566821,0.0,131.776,0.0,2.0,0.0,NTP
15295,8956850,1,1.56222,1.19e-05,132.984,0.00375,5.023,2.03,AFP
3185,4038095,1,4.85247,2.06e-05,131.606,0.00304,3.694,0.274,AFP
16431,9963524,1,5.69058,2.32e-06,134.216,0.000287,2.508,0.0749,PC
16221,10201143,2,10.3442,0.000277,137.908,0.0211,14.36,1.53,AFP
4069,5380812,4,16.2162,0.000133,136.389,0.00705,4.292,1.07,UNK
1669,3532510,1,0.759393,0.128,132.157,97.6,2.336,1180.0,NTP
8053,7051984,1,0.678129,4.5e-06,131.539,0.000731,1.057,0.0591,AFP
19436,11768763,1,0.742102,1.04e-05,131.802,0.00381,2.073,3.59,NTP
11171,7583939,1,1.44376,1.46e-05,132.783,0.00449,2.55,1.38,AFP
18328,11186590,1,0.740771,1.27e-05,131.852,0.00394,2.326,1.05,AFP
4237,5563289,1,1.57571,3.47e-05,131.565,0.00966,6.514,19.2,AFP
18509,10616829,1,1.07316,0.00158,132.292,0.253,1.317,6.06,NTP
5590,5019234,2,0.566935,1.11e-05,131.931,0.00216,1.668,0.633,AFP
16713,9835697,1,3.61845,4.08e-05,134.363,0.00742,7.041,1.1,AFP
14895,9092529,2,0.590044,8.28e-06,131.53,0.00093,1.984,0.55,AFP
12118,8491277,1,9.61374,1.07e-05,132.186,0.000876,4.559,0.296,PC
20210,12351927,1,10.1161,5.96e-07,139.983,4.62e-05,2.715,0.00438,AFP
4210,5450814,2,6.48751,3.42e-06,134.267,0.000363,1.049,0.0663,AFP
5946,6462033,3,2.6908,1.31e-05,133.57,0.00174,3.005,0.0951,UNK
5484,5120165,2,0.795136,1.06e-05,132.187,0.00422,3.584,9.04,AFP
14874,8950568,1,8.30539,2.55e-05,139.744,0.00235,3.508,0.386,PC
6808,5727773,1,0.578288,7.37e-06,131.704,0.00287,1.837,1.88,UNK
7458,6058614,2,1.73107,4.62e-06,132.187,0.000752,1.144,0.0687,AFP
18886,10733174,1,280.502,0.00789,299.375,0.0192,34.39,14.5,AFP
10536,7816137,2,0.574973,1.02e-05,132.037,0.00265,1.824,2.38,AFP
19583,12055552,1,318.055,0.00417,144.337,0.00508,3.955,1.12,UNK
4983,4949214,1,0.922038,1.64e-07,132.073,4.26e-05,2.587,0.00283,UNK
10162,8167922,1,1.02596,1.15e-05,131.636,0.00176,3.299,1.69,AFP
12205,8638728,1,0.546397,5.03e-05,132.057,0.0133,3.608,40.4,UNK
19113,10609602,1,471.85,0.0137,330.595,0.017,11.76,3.4,UNK
10105,7802136,2,10.9803,1.64e-05,142.017,0.00116,2.593,0.187,AFP
20227,11760312,3,3.39713,5.84e-05,132.154,0.0117,6.856,1.1,AFP
20229,11760860,1,2.4166,4.55e-06,131.539,0.00102,2.028,0.0391,PC
1755,3102024,2,13.7825,2.17e-07,135.325,1.35e-05,2.992,0.00285,AFP
6746,5726667,1,1.06386,8.4e-06,131.982,0.0011,1.515,0.0568,UNK
18605,10973664,2,11.6789,9.07e-06,131.512,0.000609,1.15,0.159,PC
15719,10026136,2,9.08015,0.0,133.629,0.0,7.5,0.0,AFP
6117,6390080,2,10.1621,0.000321,135.803,0.0297,16.15,4.98,AFP
8476,7032383,1,0.566816,1.02e-05,131.791,0.00209,1.648,0.738,NTP
10251,7960410,1,1.86154,1.27e-05,133.007,0.00257,6.114,2.13,AFP
6169,6356627,1,4.2096,2.62e-05,132.933,0.00402,10.32,1.22,AFP
17125,9674564,1,6.87385,3.25e-05,132.444,0.00361,3.244,0.545,AFP
15910,10130777,2,0.650935,9.04e-06,132.065,0.00206,1.503,0.432,AFP
16427,9946525,2,4.18005,2.18e-06,131.919,0.000359,2.495,0.109,PC
18245,11612280,1,9.40601,9.13e-05,137.721,0.00754,4.859,0.275,PC
10366,7907983,1,0.839898,1.06e-05,132.185,0.00427,3.5,2.49,NTP
12270,8652213,1,0.504055,1.46e-05,131.98,0.00406,1.106,3.44,AFP
17057,9673483,1,0.930633,4.27e-05,132.607,0.0148,4.642,12.0,AFP
304,2579906,1,0.640756,1.37e-05,131.533,0.00307,1.791,2.29,UNK
4789,5301101,2,1.32499,1.21e-05,132.457,0.00292,1.686,0.162,UNK
11343,7455624,3,0.581696,0.0,131.597,0.0,2.0,0.0,AFP
14752,8963002,3,0.597114,0.0,131.92,0.0,1.5,0.0,AFP
10586,7765684,1,0.579697,9.51e-06,131.541,0.00162,1.386,0.46,UNK
13867,9487871,1,0.583592,8.87e-06,131.839,0.00145,1.981,0.505,UNK
8246,7132542,1,66.361,1.26e-05,168.38,0.000161,20.51,0.00832,UNK
11914,8718273,1,3.47953,5.92e-07,133.385,0.000103,3.762,0.147,AFP
9255,6927629,1,3.86762,0.0,135.339,0.0,3.5,0.0,UNK
11636,8496367,2,1.17309,9.79e-06,132.679,0.00278,3.237,1.06,NTP
2526,4756243,1,1.18043,1.74e-05,132.317,0.0052,4.343,4.44,NTP
4830,5181455,2,2.78981,4.48e-07,133.554,0.000106,3.159,0.00782,UNK
9794,8127607,1,16.6096,7.27e-05,147.619,0.00351,3.131,0.642,NTP
656,2711123,1,2.85889,3.24e-06,134.176,0.000468,1.619,0.136,AFP
19601,12365000,2,0.631396,0.0,131.572,0.0,2.0,0.0,NTP
20232,11807274,1,9.37663,1.22e-05,136.954,0.001,2.238,0.0553,PC
18525,10747501,1,4.7309,3.27e-05,135.191,0.0049,3.062,0.326,PC
17591,11618601,1,2.76267,1.38e-05,132.99,0.00281,1.837,0.196,PC
7045,6064237,2,5.45507,7.72e-05,135.457,0.0101,16.25,9.39,AFP
14472,9117875,2,1.39745,7.94e-06,132.87,0.0015,1.412,0.0437,AFP
18025,11176166,2,4.27431,3.86e-05,133.033,0.00696,2.715,0.496,UNK
3028,4271930,2,0.595324,9.47e-06,132.069,0.00265,2.135,3.51,AFP
19908,12400984,3,0.639083,6.94e-06,131.643,0.00166,1.393,0.458,UNK
9550,6879594,3,0.923165,9.92e-06,131.619,0.00421,4.817,13.8,AFP
17062,9712799,3,2.23196,1.48e-05,133.618,0.00332,2.877,0.194,AFP
18594,10865801,1,542.061,0.0,131.634,0.0,7.5,0.0,UNK
13008,8322177,2,2.94212,4.87e-05,131.862,0.0111,8.193,5.44,AFP
3925,5529552,1,0.759719,1.18e-05,131.828,0.00427,2.698,5.53,AFP
13615,9468126,1,1.43679,1.27e-05,132.186,0.00274,5.162,3.89,UNK
8551,7115366,1,0.566756,9.8e-06,131.856,0.00257,1.898,1.32,NTP
13525,9641076,1,2.17815,1.17e-05,132.019,0.00301,2.801,0.237,AFP
2279,4754831,1,5.92531,4.03e-05,136.879,0.00478,15.14,5.0,AFP
1686,3657758,2,2.37029,1.11e-05,133.685,0.0024,1.747,0.234,PC
2078,4568117,1,0.562546,8.84e-06,131.744,0.00235,1.896,0.816,AFP
15206,9149959,1,0.984336,1.56e-05,132.015,0.00401,2.866,2.19,AFP
17648,11572046,1,0.963891,2.36e-05,132.485,0.00657,2.454,3.92,AFP
17830,11553706,2,3.71982,3.69e-06,133.206,0.000638,2.509,0.053,AFP
14506,8937019,2,5.6636,2.31e-06,131.988,0.000361,2.018,0.0275,AFP
8790,6674908,1,0.503198,3.19e-06,131.906,0.000403,1.155,0.0871,AFP
5291,4952259,1,3.78677,2.96e-05,134.921,0.00511,5.257,0.344,AFP
18315,11073223,2,11.5789,5.92e-07,139.382,4.38e-05,8.571,0.00454,AFP
4315,5384713,2,12.6714,6.19e-05,137.508,0.00377,2.529,0.199,PC
6807,5726910,1,2.43143,1.25e-05,133.833,0.00329,2.859,0.0919,AFP
13884,9588822,3,71.7619,0.000507,145.398,0.0225,12.83,1.27,UNK
10731,7461022,1,0.582473,4.96e-05,131.748,0.00645,1.727,1.1,UNK
19867,11820830,1,12.7319,1.6e-06,138.732,0.000103,3.297,0.00608,AFP
18551,11013201,3,0.677313,1.04e-05,132.004,0.00386,2.309,1.74,NTP
7211,5990915,2,502.222,0.012,369.288,0.0106,15.02,0.962,UNK
15534,10035155,3,0.558881,1.13e-05,132.022,0.00432,1.469,0.772,AFP
15964,10066755,2,2.46443,1.61e-05,133.651,0.00317,6.018,1.26,AFP
20037,11666429,4,4.85307,0.0,135.455,0.0,15.0,0.0,NTP
8407,6975129,1,19.7474,3.12e-05,147.104,0.00129,3.443,0.203,PC
17277,9892471,2,4.13404,1.33e-06,135.055,0.000243,3.234,0.02,UNK
12808,8264061,1,0.668131,1.4e-05,132.163,0.00184,2.52,1.68,UNK
5224,5370023,1,5.92226,5.14e-05,134.512,0.0056,8.692,0.625,AFP
6686,5725312,2,0.530624,9e-06,131.52,0.00138,0.8776,0.0747,AFP
13732,9413057,2,0.547086,6.02e-06,131.96,0.000676,0.7796,0.0334,AFP
6866,5709725,1,86.4948,0.000432,181.884,0.00402,7.234,0.982,PC
283,2142522,1,13.3235,7.12e-05,134.037,0.00425,3.952,0.526,PC
3623,4170511,1,5.64533,6.12e-05,135.748,0.00778,15.37,4.3,AFP
6585,6263470,1,4.63368,1.89e-05,132.426,0.00276,8.247,0.473,NTP
8481,7046804,1,11.7201,1.46e-06,142.174,0.0001,3.081,0.012,PC
18168,11455507,2,0.643578,1.12e-05,131.633,0.00195,1.259,0.266,AFP
8159,6965758,2,1.07065,9.12e-06,131.681,0.00307,3.627,2.45,AFP
20244,11969988,1,2.19067,9.27e-06,132.023,0.00237,4.065,0.802,PC
6544,6387185,1,0.635335,7.35e-06,132.06,0.00193,1.959,1.48,AFP
3533,3853673,1,0.643798,3.72e-06,132.05,0.000502,0.8184,0.0471,AFP
2958,4150804,1,160.885,8.07e-05,277.504,0.000402,10.87,0.033,PC
16055,10329835,1,1.52372,3.16e-06,131.621,0.000646,1.28,0.0611,PC
2763,4050017,3,0.646115,1.24e-05,131.99,0.00314,1.896,3.89,NTP
16511,9716107,1,3.69324,2.8e-05,133.042,0.00376,12.36,5.36,AFP
19312,10723618,2,0.968448,1.13e-05,132.068,0.00844,2.895,0.709,AFP
10990,7603200,1,13.7811,8.21e-06,136.509,0.000462,2.515,0.0626,PC
17877,11467509,1,15.3555,0.000506,133.364,0.0273,18.22,0.588,UNK
3651,3839488,1,11.1312,3.66e-05,134.369,0.00258,4.192,0.253,PC
8362,7091432,1,11.5553,6.82e-05,134.133,0.00487,3.005,0.303,PC
305,2580613,1,3.00609,4.66e-05,131.566,0.0101,6.869,4.32,UNK
8226,7023872,1,0.772767,4.86e-05,131.768,0.0148,1.959,2.72,AFP
16667,9908496,3,25.2652,0.00035,136.385,0.00994,1.73,0.344,NTP
7809,7115816,1,0.566768,8.8e-06,131.857,0.00262,2.441,3.42,NTP
12366,8510314,1,658.512,0.0118,185.882,0.0151,12.11,0.812,NTP
10870,7601633,1,15.6639,3.69e-06,131.732,0.000185,2.458,0.019,AFP
18788,10979139,1,459.228,0.00646,260.387,0.00746,3.286,2.1,NTP
14272,9369547,3,0.575263,0.0,132.055,0.0,2.0,0.0,UNK
16218,10162509,2,0.962943,8.67e-06,132.337,0.00176,2.495,0.713,AFP
4723,5282477,1,0.992751,1.55e-05,132.23,0.00332,1.204,0.161,UNK
11981,8773445,1,3.66066,3.6e-05,133.495,0.00792,5.11,0.119,AFP
12602,8176564,1,6.57152,1.61e-05,132.753,0.00179,3.435,0.185,PC
5088,5288071,1,205.272,0.00186,179.392,0.00764,12.1,1.62,UNK
13879,9552411,1,0.652158,9.35e-05,131.989,0.0272,2.114,43.5,AFP
18106,11409698,2,10.2678,4.72e-07,132.53,3.78e-05,5.576,0.00241,AFP
15585,10471780,1,582.287,0.00486,426.381,0.00603,3.379,1.25,NTP
2362,4931073,1,26.9513,1.35e-06,150.923,3.74e-05,8.463,0.0489,AFP
5624,5281619,2,6.24905,8.09e-05,136.152,0.00959,13.36,3.3,AFP
11403,7456001,1,40.0686,0.000108,151.809,0.00209,6.054,0.268,PC
6462,6283224,2,0.76648,0.0,131.645,0.0,1.5,0.0,AFP
10485,7885570,2,1.73069,0.0,131.617,0.0,6.0,0.0,AFP
14339,9463288,1,4.40684,7.7e-05,132.532,0.0124,7.557,2.53,UNK
5155,5303551,1,2.39909,5.19e-06,133.064,0.00129,3.148,0.0554,AFP
10647,7766199,1,0.835366,2.24e-05,131.656,0.00902,1.144,1.92,AFP
18229,11456154,1,3.50176,4.94e-05,131.578,0.00873,11.89,12.0,NTP
2175,4863956,1,2.15916,2.42e-05,133.16,0.00515,5.515,2.9,AFP
5436,5212696,2,1.30665,9.33e-06,132.41,0.00154,1.396,0.0513,AFP
9050,6765575,3,3.3741,3.08e-05,134.078,0.00552,12.27,9.84,AFP
20233,11824964,3,1.40259,1.11e-05,132.547,0.00245,4.466,1.73,UNK
10006,7955898,1,2.25137,1.13e-05,131.963,0.00141,4.106,0.206,UNK
4777,5215672,2,8.18962,0.000126,136.434,0.0117,14.84,0.219,AFP
5247,5093168,1,0.574559,1.91e-05,131.985,0.00337,1.282,0.942,UNK
14326,9350690,1,2.38742,1.89e-05,133.193,0.00461,7.16,3.64,UNK
19485,11657371,1,0.841557,8.61e-06,131.68,0.00131,2.585,0.46,AFP
10767,7767367,3,0.842994,2.66e-05,131.597,0.00465,1.251,0.176,AFP
19445,11908559,2,0.716007,1.81e-05,131.785,0.00287,2.115,0.556,AFP
4669,5617259,2,0.856665,1.19e-05,131.661,0.00685,6.611,8.69,UNK
19922,11708238,1,0.833626,4.66e-06,132.171,0.000889,1.471,0.11,UNK
9124,6875342,1,22.2387,0.00035,148.31,0.0127,5.499,1.22,PC
11265,7777397,2,5.09119,2.69e-05,132.754,0.00344,2.592,0.137,AFP
481,2159852,4,1.58302,0.0,131.705,0.0,6.0,0.0,UNK
18269,11260307,2,0.685296,6.15e-05,131.733,0.0117,1.121,3.04,AFP
18065,11606351,2,0.546381,1.82e-05,131.928,0.00355,1.573,1.12,UNK
14201,9306998,4,506.815,0.0156,478.712,0.0162,3.971,1.94,UNK
17028,9848420,1,7.93167,0.000117,136.474,0.011,5.33,0.377,UNK
19035,10988009,2,1.71121,1.04e-05,132.411,0.00262,3.167,0.413,AFP
7367,5792202,3,6.54631,1.92e-05,133.853,0.00225,3.276,0.186,PC
4735,5355882,1,8.74433,0.000185,133.577,0.0167,15.35,2.25,NTP
19957,12109845,1,0.865964,2.05e-07,132.046,3.4e-05,1.576,0.00424,AFP
5219,5310172,1,0.692996,8.94e-06,132.125,0.00189,2.544,1.42,NTP
19917,11666104,3,1.26681,2.45e-05,131.83,0.0129,2.207,0.237,AFP
2963,4174754,2,1.9797,2.32e-05,132.246,0.00668,4.59,2.9,AFP
9391,6535143,3,0.827655,1.11e-05,131.645,0.00551,3.377,2.63,UNK
8898,6545018,1,1.9957,0.0,132.846,0.0,4.5,0.0,UNK
12293,8837839,1,0.803658,3.36e-05,131.779,0.0139,3.158,29.3,NTP
11103,7515670,1,1.15181,5.29e-06,132.635,0.00172,2.481,0.472,AFP
6977,6047059,2,2.90986,7.12e-05,133.678,0.0176,10.6,25.5,AFP
7332,5992270,1,58.43,0.00024,168.305,0.00348,6.74,0.168,AFP
4845,5284779,2,1.38288,1.24e-05,131.877,0.00394,2.432,0.463,AFP
6438,6115603,2,2.11855,2.53e-05,132.63,0.00534,4.829,1.44,NTP
7484,5794038,1,0.702979,1.04e-05,131.913,0.00272,2.161,0.363,NTP
15284,8869680,1,7.03378,2.23e-05,131.957,0.00248,6.231,0.117,AFP
7902,7287165,1,0.775407,1.49e-05,131.998,0.00294,2.67,1.1,AFP
2432,4472465,2,0.690616,1.28e-05,132.095,0.0047,2.21,5.79,AFP
17311,9719636,2,3.3516,6.38e-06,132.609,0.00151,2.811,0.377,AFP
4860,4936990,1,10.3145,3.76e-06,137.705,0.000318,3.497,0.0211,AFP
16276,10163885,1,721.311,0.0,131.508,0.0,6.0,0.0,UNK
14535,9119405,2,18.6463,4.01e-07,143.427,1.73e-05,10.71,0.0033,AFP
13357,8260818,2,0.618342,1.11e-05,132.101,0.00195,2.206,1.85,NTP
10086,8077137,2,22.8031,0.000199,153.372,0.00712,5.098,0.191,PC
19714,12164634,1,89.3312,8.21e-06,142.317,7.64e-05,11.33,0.00461,AFP
3968,5466109,1,2.4314,1.21e-05,133.906,0.00231,1.314,0.13,UNK
8715,6543496,1,1.64897,2.77e-05,132.736,0.00752,5.509,3.26,NTP
10896,7299869,2,0.567739,5e-05,131.612,0.0177,1.809,23.5,AFP
4592,5536008,1,1.11513,1.67e-05,131.96,0.00656,4.446,4.67,UNK
18756,10663294,3,0.542885,1.1e-05,131.559,0.00556,0.662,0.0789,UNK
18037,11295085,1,2.49786,1.22e-05,133.746,0.00244,2.477,0.0848,AFP
2755,4555954,1,482.055,0.00969,214.4,0.0113,13.57,1.15,NTP
17607,11152428,1,2.34525,3.37e-05,131.736,0.00831,5.42,2.7,AFP
5447,5273625,1,1.36139,1.1e-05,132.479,0.00195,4.617,1.39,NTP
18764,10730838,3,7.88929,0.000129,137.629,0.0105,9.708,0.54,AFP
4114,5551220,3,5.19926,2.3e-05,135.053,0.00258,4.471,0.23,AFP
19300,10614094,1,8.11658,0.00014,133.197,0.0127,15.91,2.95,UNK
7147,5978295,1,0.51728,7.14e-06,131.583,0.00197,1.587,0.839,AFP
10152,8123127,2,4.93664,1.87e-05,136.04,0.00203,9.185,0.308,UNK
12639,8352420,3,2.66949,1.99e-05,133.648,0.00389,8.792,5.92,AFP
1610,3545457,3,0.596295,1.07e-05,132.021,0.013,1.675,4.45,AFP
4323,5392871,2,42.3992,0.000188,151.964,0.00373,7.17,0.174,AFP
8659,6587105,1,33.8788,0.000171,160.214,0.00404,5.495,1.37,PC
814,3440978,1,38.1041,0.000224,161.083,0.00523,3.645,0.309,PC
18503,10593535,1,20.9255,0.000211,134.893,0.00847,6.718,0.827,PC
7290,5722737,3,0.676973,1.43e-05,131.732,0.00228,1.588,0.547,AFP
19955,12109297,1,1.97596,1.34e-05,133.053,0.00299,2.232,0.238,UNK
5423,5095098,1,0.742001,5.51e-06,132.221,0.000726,1.451,0.0834,UNK
1959,4563268,2,4.16537,1.17e-05,132.04,0.00196,3.243,0.127,PC
4813,5021176,2,2.02254,1.49e-05,132.226,0.00367,2.273,0.187,AFP
13179,8266276,2,2.59489,1.02e-05,132.753,0.00214,1.81,0.573,PC
14985,8848104,1,0.824848,8.38e-08,131.632,1.47e-05,1.639,0.00158,UNK
19081,10857698,1,1.17596,1.55e-05,132.268,0.00398,2.855,2.71,AFP
5470,5015913,1,1.17996,4.15e-07,132.205,8.59e-05,1.411,0.0204,AFP
11090,7427283,1,399.112,0.035,433.627,0.0258,2.581,18.8,UNK
8938,6860968,2,0.56822,8.96e-06,131.729,0.00163,1.404,0.236,AFP
4361,5611160,1,1.392,3.7e-05,132.106,0.00854,7.192,28.4,UNK
11623,8783270,2,0.630228,6.2e-06,132.122,0.0018,1.985,1.57,AFP
16382,10033959,1,103.125,0.001,230.684,0.00628,2.056,0.983,NTP
7122,5787972,1,1.0992,1.09e-05,132.589,0.00297,3.111,0.605,UNK
5024,5286786,2,9.94874,1.11e-05,133.803,0.000901,3.814,0.0734,AFP
5904,6207535,1,0.657455,9.97e-06,131.912,0.00397,2.812,7.79,NTP
7177,5769810,2,6.78795,3.99e-05,136.333,0.00444,2.585,0.51,PC
5954,6126562,2,0.743647,1.37e-05,131.653,0.00285,1.914,0.695,UNK
8923,6720720,1,5.4637,5.17e-05,131.543,0.00695,15.39,3.33,NTP
4351,5531953,2,1.99281,7.57e-06,131.709,0.0015,1.329,0.17,PC
16816,9704377,1,459.293,0.0386,260.267,0.0631,3.55,7.27,NTP
5306,5094412,1,276.883,0.00192,176.52,0.00605,2.836,2.77,PC
17346,9945280,1,0.651737,1.37e-07,131.748,2.24e-05,1.664,0.00566,UNK
5774,6143315,1,431.942,0.0075,314.654,0.0125,11.8,1.76,UNK
12301,8509469,2,1.04225,1.75e-05,132.014,0.0053,2.752,3.07,UNK
15147,9149789,2,0.70501,5.72e-06,132.028,0.00111,1.206,0.108,AFP
4298,5563937,2,0.519443,0.0,131.777,0.0,1.5,0.0,AFP
3676,4072955,1,5.08292,3.09e-05,134.004,0.00428,2.544,0.633,PC
6637,6205852,1,0.762741,1.18e-05,132.146,0.00221,1.226,0.107,AFP
13778,9304976,2,54.6957,0.0008,155.258,0.0125,4.776,1.97,NTP
16281,10206049,1,343.095,0.0213,186.054,0.0306,20.97,2.2,UNK
19704,12058204,2,16.7231,0.000445,143.789,0.0215,4.484,0.779,PC
3181,3966273,4,3.23112,5.23e-05,131.802,0.0108,9.608,7.29,AFP
6587,6285545,1,5.24382,0.000108,132.668,0.0151,11.66,6.14,AFP
4593,5556804,1,12.4226,0.000354,141.82,0.0244,14.79,0.597,AFP
1662,3440074,3,1.17494,1.5e-05,131.693,0.00888,1.836,0.234,AFP
2618,4473613,1,4.36128,1.95e-05,132.527,0.00296,1.991,0.227,PC
11339,7431838,2,3.03702,8.52e-06,134.328,0.00158,2.01,0.0484,AFP
13231,8259713,1,27.8798,0.000224,134.542,0.00647,6.907,0.585,PC
13127,8322973,1,11.4458,0.000185,138.323,0.0129,17.48,1.02,AFP
20301,11970288,2,20.711,0.000341,133.94,0.0135,31.9,1.41,UNK
466,2971415,1,7.35592,0.000107,138.691,0.011,14.58,2.33,AFP
5270,5289959,1,459.146,0.0093,260.334,0.0141,17.53,1.08,NTP
1595,3348082,1,3.98221,1.23e-05,131.538,0.00206,2.519,0.364,AFP
425,1718290,1,0.877347,5.68e-05,131.644,0.0105,1.486,2.76,AFP
15869,10279745,1,0.603898,8.11e-06,131.848,0.00159,1.394,0.225,AFP
17243,9691284,1,0.871617,1.06e-05,132.056,0.00397,2.997,2.54,AFP
11860,8766650,1,12.4393,2.82e-05,136.379,0.00187,3.042,0.104,PC
16316,10487532,1,40.1973,0.000315,156.541,0.00653,2.068,0.592,UNK
2208,4671225,1,0.915887,0.00882,132.307,1.18,2.404,43.8,NTP
11473,7549852,3,1.28358,3.47e-05,131.627,0.00795,1.802,0.224,UNK
14100,9456996,2,1.06872,6.67e-06,131.59,0.000769,3.253,0.518,AFP
15845,10063802,1,120.019,0.000283,134.182,0.00209,11.76,0.182,AFP
12817,8316195,3,1.66225,4.02e-05,132.943,0.0178,3.193,0.13,UNK
12744,8263970,1,0.589228,1.18e-05,131.551,0.00139,2.068,0.938,AFP
12623,8262490,1,550.072,0.0116,258.593,0.0211,6.149,1.71,UNK
6305,6392581,2,1.80195,2.25e-05,133.242,0.00711,5.845,5.9,UNK
184,1870849,1,0.53452,6.79e-06,131.976,0.00134,1.501,0.514,AFP
18791,10982872,1,4.76169,3.23e-06,132.244,0.000468,3.296,0.104,PC
7396,6037581,2,20.6788,6.19e-05,151.692,0.00234,4.625,0.454,PC
5370,5119143,2,0.599995,1.05e-05,131.564,0.00147,1.98,0.712,NTP
6209,6219684,2,1.64407,6.35e-06,133.124,0.00124,4.292,0.65,UNK
9536,6778008,1,0.945837,7.14e-06,131.616,0.00178,1.642,0.224,AFP
8439,7185924,1,0.717985,1.24e-05,131.678,0.00164,2.161,1.58,UNK
12647,8391983,1,0.70971,2.82e-05,131.972,0.00386,1.149,0.298,UNK
16043,10225800,1,1.42379,2.37e-06,132.656,0.000443,1.122,0.0586,AFP
4027,5466537,1,0.92086,8.01e-06,132.343,0.00234,1.73,0.418,AFP
3967,5462901,3,5.27054,0.00332,136.255,0.446,26.55,513.0,AFP
19814,11913012,2,3.74782,3.93e-05,132.32,0.00708,4.039,0.352,AFP
2956,4138008,1,112.303,0.00131,230.436,0.0096,5.916,0.861,PC
5816,6387895,3,0.522753,0.00151,131.997,0.331,3.929,1100.0,AFP
12666,8191602,2,22.2187,0.000218,140.338,0.00737,16.85,0.438,NTP
14082,9306893,1,0.508658,8.97e-06,131.619,0.00179,1.214,1.64,UNK
7650,7294135,1,0.574573,6.75e-06,131.524,0.00148,1.686,1.31,AFP
3977,5481285,1,3.17221,2.39e-05,131.852,0.00483,4.976,0.638,UNK
18336,10724369,1,55.6393,0.000199,131.911,0.00308,7.103,0.774,PC
6482,6368905,1,220.718,0.00447,303.846,0.0139,7.371,2.4,AFP
2706,4739565,1,0.898892,1.27e-05,131.839,0.00414,2.309,3.02,AFP
16188,10422852,1,1.39901,3.21e-06,132.133,0.000913,2.932,1.25,AFP
542,2447832,1,0.921376,1.29e-05,132.153,0.00432,3.167,5.85,AFP
7047,6065351,2,2.73192,0.0,131.535,0.0,9.0,0.0,AFP
9295,6775985,1,27.9611,0.000366,133.176,0.0109,3.883,0.0705,PC
9804,7820985,2,2.22777,2.15e-05,131.676,0.00494,2.811,0.496,UNK
4502,5386872,2,3.61204,1.97e-05,134.404,0.00309,4.496,0.178,AFP
9706,7949593,1,17.7674,0.000216,146.627,0.00981,4.868,1.31,PC
6561,6468987,1,0.687418,1.55e-05,131.939,0.00195,2.553,1.05,AFP
9568,6586333,3,2.05881,7.83e-05,132.675,0.0275,3.146,0.372,UNK
9343,6636041,1,1.07846,1.63e-05,131.681,0.00726,2.793,2.9,UNK
